timestamp,lap time,stroke count,stroke type
2023-03-01T00:01:22Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:03:29Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:06:18Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:06:47Z,00:00:27.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:07:37Z,00:00:38.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:08:40Z,00:00:34.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:09:33Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:10:53Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:12:00Z,00:00:35.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:14:00Z,00:00:38.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:15:04Z,00:00:25.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:15:46Z,00:00:51.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:17:55Z,00:00:22.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:21:03Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:23:10Z,00:00:30.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:24:10Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:25:41Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:26:16Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:33:13Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T00:41:39Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T01:09:51Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T01:10:32Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T01:16:45Z,00:00:17.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T01:18:06Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T01:35:58Z,00:00:32.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T01:37:12Z,00:00:35.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-03-01T05:45:25Z,00:00:15.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
