timestamp,lap time,stroke count,stroke type
2019-07-02T03:40:42Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T03:41:31Z,00:00:29.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T03:47:07Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T03:52:06Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T03:56:00Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T03:59:54Z,00:00:45.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T04:01:09Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T04:09:47Z,00:00:27.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T04:35:03Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T04:45:31Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:20:36Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:21:53Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:22:32Z,00:00:25.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:23:51Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:24:50Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:25:33Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:43:45Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:47:39Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:49:36Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T05:51:34Z,00:00:29.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T06:36:54Z,00:00:29.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T07:20:36Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T07:28:39Z,00:00:27.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T07:36:00Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T07:47:32Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:36:12Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:37:24Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:37:52Z,00:00:33.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:40:04Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:41:14Z,00:00:28.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:42:14Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:42:39Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:59:05Z,00:00:26.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T08:59:44Z,00:00:49.000,21,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:00:38Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:01:10Z,00:00:32.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:12:59Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:25:51Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:27:59Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:30:23Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:36:43Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:44:18Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:44:45Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:45:16Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:47:24Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:47:56Z,00:00:31.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:54:57Z,00:00:34.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T09:56:21Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T10:45:44Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T11:13:33Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T13:51:31Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T14:18:39Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T14:20:54Z,00:00:21.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T14:30:30Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T14:40:41Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T14:43:02Z,00:00:40.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T15:27:12Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T15:28:33Z,00:00:24.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T15:36:16Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T15:37:32Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T15:39:13Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T15:56:01Z,00:00:41.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:03:29Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:08:20Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:22:47Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:30:59Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:31:57Z,00:00:21.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:35:14Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:35:52Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:36:29Z,00:00:30.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:37:44Z,00:00:43.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:42:55Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T16:57:33Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:00:51Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:11:00Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:41:43Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:56:49Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:57:31Z,00:00:32.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:58:24Z,00:00:39.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T17:59:56Z,00:00:32.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:00:35Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:01:17Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:01:50Z,00:00:43.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:04:32Z,00:00:42.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:05:49Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:06:40Z,00:00:37.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-02T18:09:19Z,00:00:32.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T03:29:08Z,00:00:31.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T04:31:02Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T04:35:29Z,00:00:36.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T04:36:33Z,00:00:52.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T04:38:37Z,00:00:36.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T05:23:58Z,00:00:41.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T05:25:10Z,00:00:44.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T06:00:25Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T06:57:31Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:34:58Z,00:00:42.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:35:52Z,00:00:38.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:37:29Z,00:00:31.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:41:36Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:43:17Z,00:00:51.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:44:18Z,00:00:26.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:44:56Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:45:40Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:46:05Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:46:29Z,00:00:26.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:51:52Z,00:00:25.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:52:29Z,00:00:41.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:53:33Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:54:06Z,00:00:17.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:54:30Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:55:07Z,00:00:30.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:56:05Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:56:44Z,00:00:24.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:57:44Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:58:04Z,00:00:54.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:59:08Z,00:00:19.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T07:59:36Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:00:23Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:01:10Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:01:45Z,00:00:36.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:02:36Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:03:22Z,00:00:32.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:05:28Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:13:08Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:26:19Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:27:39Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:28:28Z,00:00:32.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:33:01Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:33:46Z,00:00:31.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:37:17Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:42:24Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:47:49Z,00:00:33.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:49:31Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:50:40Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:53:40Z,00:00:50.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:54:44Z,00:00:34.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T08:57:28Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T12:00:34Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T12:23:58Z,00:00:21.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T12:24:51Z,00:00:13.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T12:26:05Z,00:00:34.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T12:48:37Z,00:00:46.000,22,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T12:49:36Z,00:00:28.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:01:49Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:06:22Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:07:18Z,00:00:32.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:08:28Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:09:15Z,00:00:48.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:10:16Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:10:51Z,00:00:25.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:11:38Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:12:07Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:12:41Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:13:33Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:14:36Z,00:00:17.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:14:59Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:15:11Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:15:35Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:20:09Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:23:32Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:24:46Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:25:42Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-07-03T13:27:30Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
