timestamp,steps
2023-04-01T00:36:00Z,10
2023-04-01T00:37:00Z,25
2023-04-01T00:40:00Z,32
2023-04-01T00:41:00Z,16
2023-04-01T00:42:00Z,52
2023-04-01T00:43:00Z,101
2023-04-01T00:44:00Z,84
2023-04-01T00:45:00Z,18
2023-04-01T00:46:00Z,26
2023-04-01T00:47:00Z,80
2023-04-01T00:48:00Z,81
2023-04-01T00:49:00Z,55
2023-04-01T00:52:00Z,19
2023-04-01T00:53:00Z,6
2023-04-01T00:55:00Z,26
2023-04-01T00:56:00Z,96
2023-04-01T00:57:00Z,96
2023-04-01T00:58:00Z,111
2023-04-01T00:59:00Z,102
2023-04-01T01:00:00Z,22
2023-04-01T01:01:00Z,51
2023-04-01T01:02:00Z,102
2023-04-01T01:03:00Z,107
2023-04-01T01:04:00Z,100
2023-04-01T01:05:00Z,100
2023-04-01T01:06:00Z,104
2023-04-01T01:07:00Z,7
2023-04-01T01:08:00Z,13
2023-04-01T01:09:00Z,34
2023-04-01T01:10:00Z,77
2023-04-01T01:11:00Z,83
2023-04-01T01:12:00Z,57
2023-04-01T01:13:00Z,64
2023-04-01T01:14:00Z,32
2023-04-01T01:15:00Z,9
2023-04-01T01:16:00Z,48
2023-04-01T01:17:00Z,82
2023-04-01T01:18:00Z,44
2023-04-01T01:19:00Z,13
2023-04-01T01:20:00Z,54
2023-04-01T01:21:00Z,76
2023-04-01T01:22:00Z,87
2023-04-01T01:23:00Z,92
2023-04-01T01:24:00Z,83
2023-04-01T01:25:00Z,63
2023-04-01T01:26:00Z,69
2023-04-01T01:27:00Z,69
2023-04-01T01:28:00Z,99
2023-04-01T01:29:00Z,92
2023-04-01T01:30:00Z,90
2023-04-01T01:31:00Z,92
2023-04-01T01:32:00Z,90
2023-04-01T01:33:00Z,90
2023-04-01T01:34:00Z,96
2023-04-01T01:35:00Z,95
2023-04-01T01:36:00Z,93
2023-04-01T01:37:00Z,104
2023-04-01T01:38:00Z,66
2023-04-01T01:39:00Z,104
2023-04-01T01:40:00Z,38
2023-04-01T01:46:00Z,4
2023-04-01T01:50:00Z,6
2023-04-01T01:53:00Z,6
2023-04-01T01:55:00Z,4
2023-04-01T01:59:00Z,10
2023-04-01T02:00:00Z,7
2023-04-01T02:06:00Z,21
2023-04-01T02:15:00Z,7
2023-04-01T02:39:00Z,11
2023-04-01T02:45:00Z,13
2023-04-01T02:46:00Z,52
2023-04-01T02:47:00Z,90
2023-04-01T02:48:00Z,94
2023-04-01T02:49:00Z,98
2023-04-01T02:50:00Z,28
2023-04-01T02:51:00Z,14
2023-04-01T02:54:00Z,42
2023-04-01T02:55:00Z,87
2023-04-01T02:56:00Z,33
2023-04-01T02:57:00Z,26
2023-04-01T02:58:00Z,28
2023-04-01T02:59:00Z,69
2023-04-01T03:00:00Z,79
2023-04-01T03:01:00Z,74
2023-04-01T03:02:00Z,93
2023-04-01T03:03:00Z,80
2023-04-01T03:04:00Z,26
2023-04-01T03:05:00Z,17
2023-04-01T03:06:00Z,7
2023-04-01T03:07:00Z,6
2023-04-01T03:08:00Z,25
2023-04-01T03:09:00Z,82
2023-04-01T03:10:00Z,89
2023-04-01T03:11:00Z,41
2023-04-01T03:12:00Z,4
2023-04-01T03:13:00Z,6
2023-04-01T03:14:00Z,12
2023-04-01T03:15:00Z,23
2023-04-01T03:16:00Z,88
2023-04-01T03:17:00Z,95
2023-04-01T03:18:00Z,78
2023-04-01T03:19:00Z,83
2023-04-01T03:20:00Z,81
2023-04-01T03:21:00Z,43
2023-04-01T03:22:00Z,13
2023-04-01T03:24:00Z,11
2023-04-01T03:25:00Z,19
2023-04-01T03:26:00Z,76
2023-04-01T03:27:00Z,61
2023-04-01T03:28:00Z,46
2023-04-01T03:29:00Z,32
2023-04-01T03:30:00Z,91
2023-04-01T03:31:00Z,43
2023-04-01T03:32:00Z,28
2023-04-01T03:33:00Z,60
2023-04-01T03:34:00Z,53
2023-04-01T03:35:00Z,84
2023-04-01T03:36:00Z,66
2023-04-01T03:38:00Z,13
2023-04-01T03:39:00Z,95
2023-04-01T03:40:00Z,96
2023-04-01T03:41:00Z,93
2023-04-01T03:42:00Z,10
2023-04-01T03:43:00Z,85
2023-04-01T03:44:00Z,84
2023-04-01T03:45:00Z,83
2023-04-01T03:46:00Z,79
2023-04-01T03:47:00Z,56
2023-04-01T03:48:00Z,86
2023-04-01T03:49:00Z,39
2023-04-01T03:50:00Z,68
2023-04-01T03:51:00Z,54
2023-04-01T03:53:00Z,22
2023-04-01T03:54:00Z,63
2023-04-01T03:55:00Z,74
2023-04-01T03:56:00Z,51
2023-04-01T03:57:00Z,27
2023-04-01T03:59:00Z,10
2023-04-01T04:02:00Z,12
2023-04-01T04:03:00Z,10
2023-04-01T04:05:00Z,85
2023-04-01T04:06:00Z,31
2023-04-01T04:07:00Z,96
2023-04-01T04:08:00Z,113
2023-04-01T04:09:00Z,113
2023-04-01T04:10:00Z,109
2023-04-01T04:11:00Z,109
2023-04-01T04:12:00Z,107
2023-04-01T04:13:00Z,104
2023-04-01T04:14:00Z,81
2023-04-01T04:15:00Z,93
2023-04-01T04:16:00Z,55
2023-04-01T04:18:00Z,53
2023-04-01T04:19:00Z,95
2023-04-01T04:20:00Z,78
2023-04-01T04:21:00Z,99
2023-04-01T04:22:00Z,102
2023-04-01T04:23:00Z,104
2023-04-01T04:24:00Z,98
2023-04-01T04:25:00Z,79
2023-04-01T04:26:00Z,91
2023-04-01T04:27:00Z,104
2023-04-01T04:28:00Z,90
2023-04-01T04:29:00Z,36
2023-04-01T04:30:00Z,39
2023-04-01T04:53:00Z,6
2023-04-01T05:39:00Z,21
2023-04-01T05:40:00Z,7
2023-04-01T05:41:00Z,10
2023-04-01T05:43:00Z,17
2023-04-01T05:44:00Z,7
2023-04-01T05:48:00Z,10
2023-04-01T05:49:00Z,7
2023-04-01T05:52:00Z,10
2023-04-01T05:53:00Z,4
2023-04-01T06:00:00Z,12
2023-04-01T06:11:00Z,51
2023-04-01T06:12:00Z,12
2023-04-01T06:18:00Z,21
2023-04-01T06:20:00Z,22
2023-04-01T06:24:00Z,4
2023-04-01T06:27:00Z,11
2023-04-01T06:31:00Z,5
2023-04-01T06:35:00Z,7
2023-04-01T06:36:00Z,29
2023-04-01T06:37:00Z,10
2023-04-01T06:42:00Z,4
2023-04-01T06:43:00Z,11
2023-04-01T06:46:00Z,9
2023-04-01T06:47:00Z,18
2023-04-01T06:55:00Z,17
2023-04-01T06:58:00Z,5
2023-04-01T07:02:00Z,7
2023-04-01T07:03:00Z,75
2023-04-01T07:04:00Z,27
2023-04-01T07:05:00Z,50
2023-04-01T07:06:00Z,41
