timestamp,lap time,stroke count,stroke type
2023-09-01T00:00:20Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:01:58Z,00:00:44.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:03:36Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:05:54Z,00:00:45.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:06:52Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:16:32Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:17:17Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:40:05Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T00:58:00Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T03:19:52Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T11:34:03Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T12:29:13Z,00:00:20.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T12:30:02Z,00:00:17.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:20:30Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:24:55Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:33:36Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:37:26Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:38:22Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:39:02Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-09-01T13:39:42Z,00:00:08.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
