timestamp,lap time,stroke count,stroke type
2019-11-01T00:51:39Z,00:00:26.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T00:52:57Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:34:33Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:36:19Z,00:00:23.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:37:42Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:39:39Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:41:06Z,00:00:48.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:42:16Z,00:00:40.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:46:42Z,00:00:27.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:47:37Z,00:00:25.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:48:35Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:49:59Z,00:00:25.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:53:07Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:53:45Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:54:36Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:56:35Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T01:58:08Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T03:03:43Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T03:28:44Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2019-11-01T04:00:57Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
