timestamp,lap time,stroke count,stroke type
2023-06-01T06:42:00Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T06:42:29Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T06:43:02Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T06:43:39Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:08:34Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:18:53Z,00:00:23.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:19:41Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:19:57Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:22:43Z,00:00:28.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:24:27Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T07:49:31Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T08:00:07Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T08:19:29Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T10:29:15Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:08:16Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:15:58Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:17:14Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:17:58Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:22:03Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:25:19Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:26:57Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:34:53Z,00:00:38.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:38:17Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T12:44:46Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T15:06:27Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T16:05:04Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T16:21:51Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T16:22:30Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T16:28:01Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T16:36:30Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:01:22Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T06:28:55Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T06:32:42Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T06:35:37Z,00:00:50.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T06:38:10Z,00:00:43.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T06:39:46Z,00:00:58.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T07:10:29Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T07:15:51Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T07:19:40Z,00:00:32.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T07:20:21Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T07:22:34Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T08:08:03Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T08:09:08Z,00:00:45.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T08:15:59Z,00:00:34.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T08:18:58Z,00:00:47.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T09:53:52Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T11:17:42Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T11:19:57Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T12:09:55Z,00:00:17.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T12:10:17Z,00:00:38.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T12:11:01Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T13:00:15Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
